Date,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Volume
2023-01-03,128.95456111650307,122.3245864348614,123.21121215820312,112117500,240.4608025449148,232.29051091152192,234.42359924316406,25740000,90.42631667651999,87.91364064095848,88.50953674316406,28131200
2023-01-04,126.7478608503369,123.22106494631889,124.48204040527344,89113600,227.8579921549362,221.0967257126789,224.1691436767578,50623400,90.02905710848832,86.67220495736261,87.4766616821289,34854800
2023-01-05,125.87107865122056,122.9058186898535,123.16194915771484,80962700,222.65252580322002,216.98713353927943,217.52529907226562,39585600,86.97016907744491,85.31160994054471,85.60955047607422,27194400
2023-01-06,128.35362894146016,123.03388952483932,127.69358825683594,87754700,220.90100504687248,214.6289776058487,220.0888671875,43613600,87.0893383476196,84.2787216281847,86.74172973632812,41381500
2023-01-09,131.427288863226,127.95959824320164,128.21572875976562,70790800,226.26310248726838,221.5370552058609,222.2317657470703,27369800,89.4331695495465,87.25816840553064,87.41706848144531,29003900
2023-01-10,129.3091854431004,126.21585327519355,128.7870635986328,63896200,226.3315603384629,222.43722523551887,223.9245147705078,27033900,88.06261858260312,85.24207590250592,87.8143310546875,30467800
2023-01-11,131.52574967331964,128.52109123972087,131.5060577392578,69458900,230.87170589795403,226.1358795554185,230.69558715820312,28669300,90.97256602518264,88.40031038349392,90.89311218261719,26862000
2023-01-12,132.26460425926095,129.48652329837336,131.42724609375,71379600,234.73670029298546,228.53315774154953,233.37661743164062,27269500,91.24070436753142,89.13522338270101,90.50576782226562,30258100
2023-01-13,132.9147972949888,129.70325330640753,132.75717163085938,57809700,234.21808667704465,229.8638660470709,234.0811004638672,21333300,91.55851862343924,89.5126240755062,91.48899841308594,26329200
2023-01-17,135.24960517017936,132.13658015166487,133.919677734375,63646600,235.72496209284455,231.9871717644744,235.17701721191406,29831300,91.6181037407099,89.43317638425138,90.66468048095703,32602400
2023-01-18,136.5499789381121,133.02318309021993,133.2005157470703,69672800,237.16331319071614,230.4509588691296,230.73471069335938,30028700,92.1643344905254,90.0191265867673,90.49584197998047,29116700
2023-01-19,134.22504400705918,131.78190613060963,133.25961303710938,58280400,230.4509617716894,225.71512062356072,226.93821716308594,28623000,92.96878218001514,90.00919152538334,92.4126205444336,37000400
2023-01-20,135.9687483442848,132.22522101014553,135.8209686279297,80223600,235.55863232657438,229.46270795242353,235.04981994628906,35389800,97.62665252554416,94.36911401077657,97.34856414794922,63191100
2023-01-23,141.18999437445396,135.85053284595898,139.01283264160156,81760300,239.89324581557503,234.49204766030977,237.35899353027344,31934000,99.35474812430549,96.8321456764025,99.10646057128906,40005100
2023-01-24,141.03235437334166,138.21485919822922,140.41171264648438,66435100,238.69955333391806,235.26510311269504,236.83065795898438,40234400,98.9276898249223,96.5341942592039,97.03076934814453,33078500
2023-01-25,140.31321463501226,136.74701946562928,139.75169372558594,65799300,238.0635179347867,225.93039107535145,235.43141174316406,66526600,95.5013279050371,93.11776588375292,94.56776428222656,42330000
2023-01-26,142.10614847767724,139.79106829556534,141.82046508789062,54105100,242.9656790686591,236.79149012411796,242.662353515625,33454500,96.90165791285827,94.7266567027606,96.85199737548828,30114000
2023-01-27,145.04186713056833,140.95355034191297,143.7611846923828,70555800,244.4529638450001,241.5175322068459,242.81890869140625,26498900,99.63282064646212,96.6434366363265,98.6893310546875,33879800
