Date,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Volume
2013-01-02,16.7928502411721,16.388309800709592,16.612213134765625,560518000,22.373259372247368,21.905300881689357,22.284509658813477,52899300,18.068571031428206,17.80885151779054,17.97536849975586,101550348
2013-01-03,16.631573298883104,16.369241877248726,16.402524948120117,352965200,22.308714546609792,21.91337041740216,21.985984802246094,48294400,18.191098482189158,17.912489181906846,17.985807418823242,92635272
2013-01-04,16.297530406940872,15.910235213441183,15.945636749267578,594333600,22.05860221202231,21.566438322565922,21.574506759643555,52521100,18.42820443740271,18.08547360312387,18.341217041015625,110429460
2013-01-07,16.015233566165747,15.588605156457378,15.851844787597656,484156400,21.687460104503813,21.49382224647842,21.534164428710938,37110400,18.37626247852989,18.1575522479507,18.26119041442871,66161772
2013-01-08,16.09359670911279,15.771658910098168,15.894502639770508,458707200,21.614852594790367,21.348598742961503,21.421213150024414,44703100,18.299711960408366,18.00470001471346,18.22515106201172,66976956
2013-01-09,15.88542966123936,15.61250745139933,15.64609432220459,407604400,21.5825712451843,21.429274046570413,21.5422306060791,49047900,18.350657145560703,18.108334745133305,18.344942092895508,80907012
2013-01-10,15.997681421656436,15.598284556598383,15.840042114257812,601146000,21.768142206061256,21.21143395984076,21.34859275817871,71431300,18.51593904247171,18.230121945136013,18.42845344543457,73354572
2013-01-11,15.894806633543373,15.70418482175243,15.742915153503418,350506800,21.727790861143905,21.203355079071716,21.64710807800293,55512100,18.45206397545753,18.29971242121977,18.391422271728516,51356592
2013-01-14,15.355621060027968,15.08360703504157,15.181641578674316,734207600,21.84883292478042,21.5906490293634,21.69553565979004,48324400,18.446346074899704,17.953000801410525,17.97536849975586,114441444
2013-01-15,15.098133910741808,14.625815382241864,14.702670097351074,876772400,22.018263781192534,21.64712333275933,21.953716278076172,48244500,18.267398792472775,17.698251874990323,18.01712417602539,156950892
2013-01-16,15.414321100634567,14.90176144139876,15.312957763671875,690804800,21.96984686784499,21.792345901753077,21.816551208496094,41077400,18.002463679973225,17.73727532392922,17.775053024291992,80855064
2013-01-17,15.453954079084323,15.19011020123271,15.209775924682617,453678400,22.163485776921927,21.832687596587032,21.985984802246094,51685900,17.885649228045768,17.671411439986183,17.67886734008789,88371540
2013-01-18,15.195860259994358,15.019762325726834,15.128689765930176,472922800,22.018258546130866,21.816552263541453,21.985984802246094,52167700,17.7149060306237,17.43057975162494,17.509614944458008,128942928
2013-01-22,15.367118620898877,15.026723766034312,15.273018836975098,461546400,22.147350510907454,21.784278585588915,21.905302047729492,58650600,17.530244849730856,17.28618155161518,17.468854904174805,151544304
2013-01-23,15.582245329128035,15.273015153663513,15.552593231201172,861509600,22.30064725170052,21.945645284184398,22.276443481445312,50387700,18.615350621502113,18.287033416693507,18.42894744873047,236127636
2013-01-24,14.091772447472765,13.623387103776938,13.630952835083008,1460852400,22.64757929515271,22.16348394908247,22.29257583618164,101739300,18.80995470959554,18.404343151413464,18.74483871459961,135172692
2013-01-25,13.804326817210612,13.161962758869576,13.309618949890137,1208026400,22.77667856990242,22.098945173359553,22.49428939819336,81847700,18.850966871663797,18.646420215458956,18.731420516967773,88946964
2013-01-28,13.712947583555017,13.187982532280714,13.610677719116211,785517600,22.77667942735264,22.39747206408879,22.518495559692383,56056500,18.779385224399924,18.587763290326592,18.658348083496094,65018916
2013-01-29,13.92444553053223,13.679965171766458,13.866047859191895,571158000,22.69599074819233,22.268374404418957,22.599172592163086,49242600,18.812936991233435,18.554210085918253,18.731664657592773,69814116
2013-01-30,13.997063728674144,13.75197900865964,13.822478294372559,417155200,22.74440008007592,22.397465039629328,22.47007942199707,43580500,18.912353727626016,18.71253142781455,18.735395431518555,69250680
2013-01-31,13.896606165321977,13.76650052179743,13.781930923461914,319334400,22.5668962635114,22.107006227790528,22.147348403930664,50530000,18.829590891812142,18.646419342291082,18.78162384033203,65302632
2013-02-01,13.902659582941508,13.56589574946556,13.725351333618164,539484400,22.631447991468907,22.228035360327592,22.534629821777344,55565900,19.30131172749236,18.84151985581445,19.276456832885742,149694156
2013-02-04,13.795550049540225,13.373762202600899,13.383444786071777,477117200,22.60723879757153,22.123143448502333,22.139280319213867,50540000,19.14896006203747,18.845745852890442,18.8643856048584,121498380
2013-02-05,13.910527358317557,13.380417291559446,13.85303783416748,573347600,22.31678263057256,22.074735710841857,22.18769073486328,35410400,19.164864321270954,18.875569339833927,19.031400680541992,74753172
