Price,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL
Date,,,,
2023-01-03,128.95456111650307,122.3245864348614,123.21121215820312,112117500
2023-01-04,126.7478608503369,123.22106494631889,124.48204040527344,89113600
2023-01-05,125.87107865122056,122.9058186898535,123.16194915771484,80962700
2023-01-06,128.35362894146016,123.03388952483932,127.69358825683594,87754700
2023-01-09,131.427288863226,127.95959824320164,128.21572875976562,70790800
2023-01-10,129.3091854431004,126.21585327519355,128.7870635986328,63896200
2023-01-11,131.52574967331964,128.52109123972087,131.5060577392578,69458900
2023-01-12,132.26460425926095,129.48652329837336,131.42724609375,71379600
2023-01-13,132.9147972949888,129.70325330640753,132.75717163085938,57809700
2023-01-17,135.24960517017936,132.13658015166487,133.919677734375,63646600
2023-01-18,136.5499789381121,133.02318309021993,133.2005157470703,69672800
2023-01-19,134.22504400705918,131.78190613060963,133.25961303710938,58280400
2023-01-20,135.9687483442848,132.22522101014553,135.8209686279297,80223600
2023-01-23,141.18999437445396,135.85053284595898,139.01283264160156,81760300
2023-01-24,141.03235437334166,138.21485919822922,140.41171264648438,66435100
2023-01-25,140.31321463501226,136.74701946562928,139.75169372558594,65799300
2023-01-26,142.10614847767724,139.79106829556534,141.82046508789062,54105100
2023-01-27,145.04186713056833,140.95355034191297,143.7611846923828,70555800
2023-01-30,143.38683009380475,140.7269606636837,140.87472534179688,64015300
2023-01-31,142.19482875871702,140.1654466919342,142.14556884765625,65874500
2023-02-01,144.43108640849707,139.21971287170524,143.26861572265625,77663600
2023-02-02,148.9331416858034,145.96788199485025,148.57850646972656,118339000
2023-02-03,155.0410292646019,145.632957993241,152.20382690429688,154357300
2023-02-06,150.82464018350336,148.5391127115985,149.47499084472656,69858300
2023-02-07,152.9229595728958,148.4011799958932,152.35157775878906,83322600
2023-02-08,152.28262569889247,148.9233016908853,149.6621551513672,64120100
2023-02-09,152.0363770741855,148.18448318394462,148.62779235839844,56007100
2023-02-10,149.31842209117474,147.226745512614,148.99282836914062,57450700
2023-02-13,152.19940317198714,148.90402220916044,151.79489135742188,62199000
2023-02-14,151.71598829923826,148.84485563822165,151.15359497070312,61707600
2023-02-15,153.4228543120151,150.83785669682248,153.255126953125,65573800
2023-02-16,154.24175084931028,151.3015618059057,151.65675354003906,68167900
2023-02-17,150.95623873407766,148.83496427712012,150.5122528076172,59144100
2023-02-21,149.2789971003708,146.42760118625557,146.4966583251953,58867200
2023-02-22,147.94698436963745,145.19425945136115,146.92088317871094,51011300
2023-02-23,148.33177339849212,145.27319184522457,147.40432739257812,48394200
2023-02-24,145.22385866894857,143.77349352201168,144.75027465820312,55469600
2023-02-27,147.17739437262094,145.48036882399748,145.944091796875,44998500
2023-02-28,147.08859306462728,144.8686485359811,145.44090270996094,50547000
2023-03-01,145.26330849706878,143.0729618860178,143.36895751953125,55479000
2023-03-02,144.7502847940671,141.97780754659183,143.96096801757812,52238100
2023-03-03,149.0914911594904,145.36198515518814,149.01255798339844,70732300
2023-03-06,154.21216902598104,151.41010897005816,151.77516174316406,87558000
2023-03-07,151.97249979658332,149.11124338331118,149.57496643066406,56182000
2023-03-08,151.41996369175047,149.80187125635692,150.82797241210938,47204800
2023-03-09,152.47564779944702,148.22322319539091,148.5784149169922,53833600
2023-03-10,148.92376664622063,145.63824652167983,146.516357421875,68572400
2023-03-13,151.09436981836478,145.72703441304543,148.4600372314453,84457100
2023-03-14,151.35090505544113,148.0949978910982,150.55172729492188,73695900
2023-03-15,151.20293271142558,147.91741204069223,150.9464111328125,77167900
2023-03-16,154.3700101664544,149.6143886164517,153.76815795898438,76161100
2023-03-17,154.64628226147335,152.21913616408204,152.9295196533203,98944600
2023-03-20,155.7118577491849,152.0908681263484,155.29745483398438,73641400
2023-03-21,157.2707359778321,154.44893912645242,157.15234375,73938300
2023-03-22,159.97415053377057,155.7019884063488,155.7217254638672,75701800
2023-03-23,159.39203464017027,155.57371946683134,156.80702209472656,67622100
2023-03-24,158.19819969843707,155.74147036488569,158.10940551757812,59196500
2023-03-27,158.62245469903792,155.76118357485748,156.16571044921875,52390300
2023-03-28,156.37291926303735,153.89643783944095,155.54412841796875,45992200
2023-03-29,158.89872564622954,157.2214369560123,158.62246704101562,51305700
2023-03-30,160.29975438530866,159.1157867936236,160.19122314453125,49501700
2023-03-31,162.79593585053084,159.74721557415742,162.697265625,68749800
2023-04-03,164.06867907864293,162.02633812254018,163.95028686523438,56976200
2023-04-04,164.61137005549932,162.90448337873613,163.41754150390625,46278300
2023-04-05,162.84527116493152,159.6386845457234,161.57249450683594,51511700
2023-04-06,162.75649064193277,159.83602334429725,162.4604949951172,45390100
2023-04-10,159.8656463623047,157.94169694007527,159.8656463623047,47716900
2023-04-11,160.19124392493657,158.36594965370705,158.65208435058594,47644200
2023-04-12,159.8952361057982,157.64569304379242,157.96142578125,50133100
2023-04-13,163.58527977239888,159.26378211877287,163.34848022460938,68445600
2023-04-14,164.0983166124722,161.63171143290737,163.00314331054688,49386500
2023-04-17,163.1807392768596,161.83890539432053,163.0228729248047,41516200
2023-04-18,165.17378402192244,163.4372840126962,164.246337890625,49923000
2023-04-19,165.91374248336922,163.32872989204589,165.3908233642578,47720200
2023-04-20,165.62760901810955,163.34846811386117,164.4239044189453,52456400
2023-04-21,164.226580111448,162.29276996055185,162.81568908691406,58337300
2023-04-24,163.38793383083043,161.70076925644653,163.1215362548828,41949600
2023-04-25,164.08840004532132,161.54286232187442,161.58233642578125,48714100
2023-04-26,163.07219461797823,160.6253265824028,161.57249450683594,45498800
2023-04-27,166.30840595665688,162.98342657757053,166.16041564941406,64902300
2023-04-28,167.58117930762924,165.63749302008387,167.41343688964844,55275900
2023-05-01,168.17314354860417,166.387323749872,167.3246307373047,52472900
2023-05-02,168.07450075678005,165.3020235951721,166.28866577148438,48425700
2023-05-03,168.63687581044152,164.92710671677185,165.21322631835938,65136000
2023-05-04,164.80866560341155,162.11513728059836,163.5753631591797,81235400
2023-05-05,171.97172463520235,168.4790030974248,171.25148010253906,113453200
2023-05-08,171.5277343198539,169.8109716539451,171.18240356445312,55962800
2023-05-09,171.22187065365208,169.3077975448434,169.47552490234375,45326900
2023-05-10,171.70534597701706,169.6037932108191,171.2416229248047,53724500
2023-05-11,172.25783762602444,169.87016559220018,171.42906188964844,49514700
2023-05-12,171.97247152405595,168.94917294661113,170.50035095214844,45533100
2023-05-15,171.13265951386708,169.41352230428424,170.00633239746094,37266700
2023-05-16,171.0634918034888,169.73956634795272,170.00633239746094,42110300
2023-05-17,170.8560084675657,168.37611683004315,170.618896484375,57951600
2023-05-18,173.13831574371522,170.51021405749552,172.95059204101562,65496700
2023-05-19,174.27452457823847,172.84191768629904,173.0592803955078,55809500
2023-05-22,172.61468722054929,171.3697889134683,172.1107940673828,43570900
2023-05-23,171.30065183036018,169.22583118063702,169.50247192382812,50747300
2023-05-24,170.35214430979713,168.4749372695529,169.7790985107422,45143500
2023-05-25,171.81440385308167,169.6309169197775,170.9153289794922,56058300
2023-05-26,173.66198362102864,171.0338815491583,173.3260498046875,54835000
2023-05-30,176.8433638660441,174.4523889310648,175.1736297607422,55964400
2023-05-31,177.19902686801004,174.64007778024913,175.12420654296875,99625300
2023-06-01,177.95978426232014,174.8080400825605,177.93014526367188,68901800
2023-06-02,179.5998477441502,177.11006676336092,178.77980041503906,61996900
2023-06-05,182.7318457046313,175.90471543246178,177.42625427246094,121946500
2023-06-06,177.95978950011875,175.30204865399,177.0607147216797,64848400
2023-06-07,179.03672040758232,175.19337452542106,175.6873779296875,61944600
2023-06-08,178.6711699623807,175.33171678380066,178.4044189453125,50214900
2023-06-09,180.04447641965535,178.46367457216073,178.7897186279297,48900000
2023-06-12,181.68457636718009,178.79959821677159,181.5857696533203,54274900
2023-06-13,181.94144859403625,180.2519653861507,181.1115264892578,54929100
2023-06-14,182.17859141427,179.8370198890403,181.74386596679688,57462900
2023-06-15,184.28305271752754,181.5759083620863,183.77915954589844,65433200
2023-06-16,184.74737528632218,182.05999589951927,182.7021942138672,101256200
2023-06-20,183.86809194337903,182.1983578536973,182.79115295410156,49799100
2023-06-21,183.18636063386023,180.40017397466633,181.75375366210938,49515700
2023-06-22,184.8066665365007,181.46719888037438,184.75726318359375,51245300
2023-06-23,185.31056720794078,182.79114665956078,184.4411163330078,53117000
2023-06-26,185.79467703737228,183.0084906957425,183.0480194091797,48088700
2023-06-27,186.13060949863421,183.4432296659109,185.8045654296875,50730800
2023-06-28,187.62251465229744,185.35011071729988,186.98031616210938,51216800
2023-06-29,187.79044671269003,186.67399428172388,187.31619262695312,46347300
2023-06-30,192.14755478947328,188.9661717445866,191.6436767578125,85213200
2023-07-03,191.55476227365418,189.46017761633829,190.15179443359375,31458200
2023-07-05,190.6655752957469,188.33387831143204,189.03536987304688,46920300
2023-07-06,189.7170705815605,186.9308841600135,189.50958251953125,45094300
2023-07-07,190.35926638037827,187.95841711755844,188.39312744140625,46815000
2023-07-10,187.71141562141005,184.79678352776446,186.34796142578125,59922200
2023-07-11,187.02967973700999,184.3620645421884,185.82431030273438,46638100
2023-07-12,189.4009103170613,186.20965240962747,187.4940643310547,60750200
2023-07-13,188.89701997543003,187.5039267878899,188.2548065185547,41342300
2023-07-14,188.88714410801785,187.35574553686786,188.4030303955078,41616200
2023-07-17,191.98951149918832,189.50960448705806,191.66346740722656,50520200
2023-07-18,191.9993499863452,190.11225351055063,191.4065399169922,48288200
2023-07-19,195.85261386154613,190.3395332606346,192.76016235351562,80507300
2023-07-20,194.11370571807572,190.1913173439326,190.8137664794922,59581200
2023-07-21,192.63169045749675,188.93653953192955,189.63803100585938,71951700
