Price,High,Low,Close,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,
2023-01-03,90.42631667651999,87.91364064095848,88.50953674316406,28131200
2023-01-04,90.02905710848832,86.67220495736261,87.4766616821289,34854800
2023-01-05,86.97016907744491,85.31160994054471,85.60955047607422,27194400
2023-01-06,87.0893383476196,84.2787216281847,86.74172973632812,41381500
2023-01-09,89.4331695495465,87.25816840553064,87.41706848144531,29003900
2023-01-10,88.06261858260312,85.24207590250592,87.8143310546875,30467800
2023-01-11,90.97256602518264,88.40031038349392,90.89311218261719,26862000
2023-01-12,91.24070436753142,89.13522338270101,90.50576782226562,30258100
2023-01-13,91.55851862343924,89.5126240755062,91.48899841308594,26329200
2023-01-17,91.6181037407099,89.43317638425138,90.66468048095703,32602400
2023-01-18,92.1643344905254,90.0191265867673,90.49584197998047,29116700
2023-01-19,92.96878218001514,90.00919152538334,92.4126205444336,37000400
2023-01-20,97.62665252554416,94.36911401077657,97.34856414794922,63191100
2023-01-23,99.35474812430549,96.8321456764025,99.10646057128906,40005100
2023-01-24,98.9276898249223,96.5341942592039,97.03076934814453,33078500
2023-01-25,95.5013279050371,93.11776588375292,94.56776428222656,42330000
2023-01-26,96.90165791285827,94.7266567027606,96.85199737548828,30114000
2023-01-27,99.63282064646212,96.6434366363265,98.6893310546875,33879800
2023-01-30,97.61673701280314,95.73968368433458,96.27598571777344,27226200
2023-01-31,98.20267552018197,96.15678881469911,98.16294860839844,29870700
2023-02-01,100.49686163170139,96.91158914355285,99.7420654296875,35531100
2023-02-02,107.11124602798093,104.8865917332853,107.00199890136719,69883800
2023-02-03,107.07151484914603,101.87734382713276,104.06227111816406,65309300
2023-02-06,103.64515833481778,101.18214243699336,102.19515991210938,31999600
2023-02-07,107.43898909076722,102.41365149635558,106.9026870727539,49010200
2023-02-08,102.43350370738915,97.36843956449569,98.6893310546875,94743500
2023-02-09,99.34480199770559,92.988639925003,94.35919189453125,119455000
2023-02-10,96.08727835366426,93.60440294400885,93.92221069335938,54980700
2023-02-13,94.54789190623137,93.19720708667369,93.9619369506836,50076100
2023-02-14,94.20028969972182,91.62803446223668,94.03145599365234,54726100
2023-02-15,96.45475306225306,93.50509566690675,96.27598571777344,50169000
2023-02-16,97.01090795498209,94.09104405920391,94.85577392578125,42462600
2023-02-17,94.90541547409548,92.5715143936439,93.70370483398438,34284100
2023-02-21,92.46227917896354,91.09173467409758,91.1612548828125,33629300
2023-02-22,91.4790573091785,89.98933214302377,91.02220916748047,30884000
2023-02-23,91.31022089448263,89.14515341427997,90.26741027832031,41206400
2023-02-24,89.27427414551435,87.97324976048894,88.51947784423828,36585100
2023-02-27,89.54242425273972,88.72803382757155,89.25440979003906,27502300
2023-02-28,90.60509913680653,88.70817855378289,89.44310760498047,30142000
2023-03-01,90.40645183522004,89.05576710134766,89.74104309082031,31111200
2023-03-02,91.64790048854901,88.9763239895768,91.36981964111328,32204400
2023-03-03,93.087968235955,91.81672966082834,93.00851440429688,35160100
2023-03-06,95.3126130325379,93.35610619046027,94.47836303710938,32639300
2023-03-07,95.01467083852157,92.88933017275697,93.21707153320312,27835500
2023-03-08,95.30268646381667,93.3561130999254,93.60440063476562,34103300
2023-03-09,94.87562526615336,91.27049322874895,91.68761444091797,28813500
2023-03-10,92.15440133504755,89.78077313404465,90.00919342041016,35941000
