Price,High,Low,Close,Volume
Ticker,MSFT,MSFT,MSFT,MSFT
Date,,,,
2023-01-03,240.4608025449148,232.29051091152192,234.42359924316406,25740000
2023-01-04,227.8579921549362,221.0967257126789,224.1691436767578,50623400
2023-01-05,222.65252580322002,216.98713353927943,217.52529907226562,39585600
2023-01-06,220.90100504687248,214.6289776058487,220.0888671875,43613600
2023-01-09,226.26310248726838,221.5370552058609,222.2317657470703,27369800
2023-01-10,226.3315603384629,222.43722523551887,223.9245147705078,27033900
2023-01-11,230.87170589795403,226.1358795554185,230.69558715820312,28669300
2023-01-12,234.73670029298546,228.53315774154953,233.37661743164062,27269500
2023-01-13,234.21808667704465,229.8638660470709,234.0811004638672,21333300
2023-01-17,235.72496209284455,231.9871717644744,235.17701721191406,29831300
2023-01-18,237.16331319071614,230.4509588691296,230.73471069335938,30028700
2023-01-19,230.4509617716894,225.71512062356072,226.93821716308594,28623000
2023-01-20,235.55863232657438,229.46270795242353,235.04981994628906,35389800
2023-01-23,239.89324581557503,234.49204766030977,237.35899353027344,31934000
2023-01-24,238.69955333391806,235.26510311269504,236.83065795898438,40234400
2023-01-25,238.0635179347867,225.93039107535145,235.43141174316406,66526600
2023-01-26,242.9656790686591,236.79149012411796,242.662353515625,33454500
2023-01-27,244.4529638450001,241.5175322068459,242.81890869140625,26498900
2023-01-30,240.31401998539118,236.98718835759996,237.48622131347656,25867400
2023-01-31,242.61344191233738,237.72105544533972,242.47645568847656,26541100
2023-02-01,249.6878275342772,240.18682141552847,247.3101348876953,31259900
2023-02-02,258.9931802305622,251.71330613086135,258.9051208496094,39940400
2023-02-03,258.5137098891533,251.56651521371487,252.78961181640625,29077300
2023-02-06,252.74067564788885,249.29644628810414,251.2436065673828,22518000
2023-02-07,262.985340807931,254.48237043515354,261.8013916015625,50841400
2023-02-08,270.803352152855,260.4804000537077,260.9892272949219,54686000
2023-02-09,268.0832067953903,257.1438084833281,257.9461669921875,42375100
2023-02-10,258.40599961508207,255.04983051232043,257.43731689453125,25818500
2023-02-13,268.68987310618746,261.4002052618533,265.48046875,44630900
2023-02-14,269.05185781059515,263.48432054830886,266.3121337890625,37047900
2023-02-15,265.5666447691535,261.1034044657681,264.18353271484375,28922400
2023-02-16,261.6527244708974,256.9050365553152,257.1502685546875,29603600
2023-02-17,255.12958852987995,251.11759615236792,253.1383056640625,30000100
2023-02-21,250.61731377289414,246.791685383644,247.85108947753906,28397400
2023-02-22,249.48922383589215,245.56551183733654,246.71319580078125,22491100
2023-02-23,251.94158528743853,245.70288158455787,249.91107177734375,29219100
2023-02-24,246.21293914937976,243.3682538076719,244.46688842773438,24990900
2023-02-27,247.9982339676097,244.63364301109786,245.3889617919922,21190000
2023-02-28,246.69358352674163,243.9862127176486,244.66305541992188,22491000
